Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
1999,0.192907,0.805205,0.183524,4.977242,1.494057,3.6617,0.64729
2000,0.193084,0.805671,0.184042,4.978016,1.508939,3.659603,0.647654
2001,0.193403,0.806415,0.185198,4.982812,1.518063,3.658088,0.648095
2002,0.193914,0.807497,0.187401,4.991301,1.526995,3.659018,0.648584
2003,0.194517,0.808793,0.189419,5.001816,1.535363,3.659229,0.649199
2004,0.195092,0.810073,0.191831,5.011855,1.5434,3.659142,0.649949
2005,0.195516,0.811124,0.194149,5.019282,1.552627,3.657659,0.650851
2006,0.19583,0.811975,0.196273,5.024179,1.569558,3.650926,0.65264
2007,0.196171,0.812887,0.198161,5.028814,1.596378,3.639683,0.655626
2008,0.196505,0.813799,0.200467,5.033206,1.626479,3.625686,0.658998
2009,0.196795,0.814617,0.202695,5.037067,1.654478,3.616783,0.661914
2010,0.197004,0.815265,0.204406,5.040479,1.670579,3.613148,0.663538
2011,0.197161,0.815808,0.206218,5.043828,1.6791,3.615173,0.664221
2012,0.197312,0.816334,0.207498,5.047269,1.687763,3.616605,0.664827
2013,0.197464,0.816874,0.208892,5.051019,1.696613,3.622467,0.665344
2014,0.197602,0.81738,0.20996,5.054674,1.703742,3.62949,0.665685
2015,0.197728,0.817862,0.211434,5.058398,1.709814,3.636962,0.665817
2016,0.197836,0.818315,0.212735,5.062233,1.714025,3.647817,0.665681
2017,0.197913,0.818687,0.213612,5.065876,1.717218,3.661094,0.665191
1990,0.252311,0.464999,0.187677,3.255955,0.745011,2.94423,1.153825
1991,0.251564,0.465065,0.186826,3.259394,0.745996,2.942832,1.15165
1992,0.250898,0.46516,0.185572,3.263031,0.746652,2.941261,1.149066
1993,0.250342,0.465275,0.184369,3.266673,0.748471,2.942125,1.146364
1994,0.249928,0.465411,0.18373,3.270211,0.750074,2.942031,1.14374
1995,0.249678,0.465541,0.182864,3.273223,0.751617,2.942752,1.141503
1996,0.249566,0.465735,0.182302,3.276431,0.753223,2.943978,1.139142
1997,0.249532,0.466,0.181644,3.279608,0.754574,2.945117,1.136678
1998,0.249543,0.466279,0.180675,3.28258,0.757432,2.944902,1.134137
1999,0.249573,0.46653,0.180648,3.285272,0.75885,2.946838,1.13155
2000,0.249594,0.466701,0.18035,3.287354,0.759902,2.945395,1.129016
2001,0.249614,0.466843,0.17983,3.289246,0.76038,2.945743,1.126103
2002,0.249669,0.467039,0.180111,3.29096,0.760633,2.943015,1.12308
2003,0.249742,0.467256,0.179543,3.292664,0.760117,2.940816,1.12032
2004,0.2498,0.467441,0.180197,3.294261,0.760069,2.939887,1.118199
2005,0.249838,0.467581,0.180084,3.295744,0.75994,2.93911,1.117152
2006,0.249844,0.467737,0.180215,3.298722,0.760316,2.939464,1.118873
2007,0.249828,0.467945,0.180478,3.303257,0.761175,2.938707,1.123437
2008,0.249795,0.468167,0.180871,3.308244,0.761529,2.937491,1.129116
2009,0.249748,0.468359,0.180675,3.312584,0.763178,2.937727,1.13418
2010,0.249686,0.468469,0.180618,3.314807,0.763699,2.937276,1.136893
2011,0.249596,0.468497,0.180384,3.315545,0.764531,2.937032,1.137934
2012,0.249481,0.468515,0.180056,3.316068,0.765848,2.936882,1.138978
2013,0.249337,0.468506,0.180232,3.316344,0.766645,2.93761,1.139932
2014,0.24917,0.468481,0.179621,3.316431,0.768486,2.937324,1.140782
2015,0.248981,0.468434,0.179144,3.316201,0.769507,2.936809,1.141513
2016,0.248777,0.468379,0.178726,3.316091,0.771281,2.937781,1.142011
2017,0.248557,0.468305,0.177808,3.315834,0.772801,2.939668,1.142277
1990,0.195471,0.870564,0.28782,4.217677,0.608921,2.621781,1.748912
1991,0.195484,0.870876,0.289362,4.220261,0.610489,2.631717,1.74391
1992,0.195497,0.871174,0.290563,4.222587,0.61199,2.639932,1.738703
1993,0.195523,0.871482,0.291833,4.224721,0.613995,2.646096,1.733697
1994,0.195569,0.871823,0.293111,4.22669,0.616448,2.651022,1.729266
1995,0.195637,0.872183,0.294516,4.228382,0.618524,2.654853,1.725643
1996,0.195697,0.872538,0.296237,4.22997,0.621587,2.655507,1.720921
1997,0.195735,0.872875,0.297929,4.23153,0.625305,2.651463,1.713773
1998,0.195762,0.873185,0.30013,4.232913,0.630321,2.647156,1.705295
1999,0.195791,0.873444,0.301996,4.23405,0.634339,2.641998,1.696533
2000,0.195846,0.87368,0.303785,4.235025,0.637898,2.637569,1.688634
2001,0.19598,0.874077,0.30527,4.23676,0.641963,2.635002,1.67907
2002,0.196207,0.874751,0.307078,4.239842,0.647797,2.633393,1.666052
2003,0.196494,0.875595,0.308966,4.24371,0.653638,2.632178,1.651636
2004,0.196796,0.87647,0.311293,4.247765,0.659596,2.630632,1.637763
2005,0.197041,0.877108,0.314079,4.250725,0.663047,2.62875,1.626136
2006,0.197327,0.877579,0.317318,4.252879,0.665252,2.624309,1.616266
2007,0.197746,0.878118,0.321958,4.255352,0.667873,2.618405,1.606861
2008,0.198219,0.878658,0.326929,4.257756,0.669442,2.612098,1.598278
2009,0.198671,0.879161,0.331577,4.259968,0.670636,2.607964,1.590828
2010,0.199013,0.879538,0.335297,4.261602,0.672224,2.605637,1.584707
2011,0.199295,0.879847,0.337862,4.262846,0.672666,2.605285,1.578811
2012,0.199608,0.880161,0.340893,4.26397,0.672323,2.604584,1.572009
2013,0.199948,0.880485,0.34413,4.265012,0.670737,2.60518,1.564438
2014,0.200312,0.880817,0.347463,4.265928,0.669069,2.604564,1.556634
2015,0.200693,0.881143,0.350127,4.266704,0.667189,2.605462,1.548874
2016,0.201079,0.881435,0.352935,4.267248,0.664815,2.606721,1.541201
2017,0.201471,0.881737,0.355475,4.267738,0.661481,2.610385,1.533573
1990,0.266166,0.964597,0.585917,5.242673,0.851843,3.768135,1.187786
1991,0.265972,0.964144,0.580843,5.238207,0.856189,3.763345,1.190353
1992,0.265632,0.964493,0.579633,5.242053,0.857618,3.763681,1.189048
1993,0.265394,0.964113,0.578331,5.237868,0.861188,3.756235,1.191464
1994,0.26506,0.965153,0.580882,5.247595,0.862533,3.759653,1.189042
1995,0.264785,0.966212,0.583954,5.257837,0.863031,3.766505,1.186943
1996,0.26457,0.966924,0.588271,5.26735,0.864966,3.766968,1.189006
1997,0.264353,0.967337,0.591575,5.266991,0.866898,3.761054,1.197234
1998,0.264106,0.967761,0.596933,5.272512,0.869856,3.75813,1.205991
1999,0.263887,0.968147,0.602402,5.275784,0.874064,3.753339,1.215117
2000,0.263767,0.968843,0.609424,5.281196,0.876375,3.751057,1.218826
2001,0.263837,0.968632,0.616896,5.288346,0.878851,3.751206,1.219284
2002,0.264077,0.966866,0.625135,5.290164,0.883199,3.747052,1.221249
2003,0.264441,0.964068,0.633605,5.287217,0.888697,3.738333,1.225413
2004,0.264816,0.961461,0.637793,5.281307,0.894415,3.728831,1.231806
2005,0.264998,0.960683,0.640784,5.281091,0.897551,3.724533,1.235316
2006,0.265012,0.960506,0.641946,5.276254,0.900519,3.7182,1.240683
2007,0.264885,0.96058,0.64346,5.275007,0.901852,3.711485,1.245927
2008,0.264692,0.960907,0.645572,5.278367,0.90168,3.70869,1.248914
2009,0.264457,0.961373,0.647337,5.283986,0.901957,3.707962,1.250261
2010,0.264305,0.961726,0.64824,5.287139,0.90163,3.708797,1.250824
2011,0.264054,0.963822,0.652492,5.310743,0.898473,3.725281,1.242683
2012,0.264009,0.963906,0.651261,5.311803,0.900336,3.725932,1.245344
2013,0.263869,0.964152,0.651222,5.314755,0.900576,3.727589,1.245315
2014,0.263791,0.96396,0.649979,5.313837,0.903323,3.728379,1.248614
2015,0.263713,0.963754,0.647221,5.310493,0.905575,3.727885,1.251926
2016,0.263603,0.963614,0.645775,5.307073,0.907981,3.726825,1.253886
2017,0.263512,0.963331,0.644559,5.305375,0.910066,3.729532,1.25605
1990,0.166446,0.615109,0.137854,3.208217,0.513618,4.181509,1.489683
1991,0.166229,0.6153,0.136161,3.21063,0.517707,4.189336,1.484808
1992,0.166015,0.615507,0.134572,3.21315,0.521288,4.196573,1.479607
1993,0.16582,0.615739,0.133069,3.215993,0.523937,4.203744,1.474096
1994,0.165655,0.61598,0.132146,3.21899,0.525107,4.208701,1.468493
1995,0.165535,0.616216,0.131689,3.221812,0.525421,4.211086,1.463132
1996,0.165384,0.61648,0.130904,3.224799,0.524542,4.211842,1.457297
1997,0.165161,0.616792,0.131081,3.228076,0.522485,4.208626,1.450443
1998,0.164935,0.617145,0.130607,3.231785,0.519842,4.207089,1.44282
1999,0.164775,0.617516,0.130616,3.235746,0.516856,4.201417,1.43486
2000,0.164747,0.617867,0.130784,3.239533,0.514411,4.200718,1.427089
2001,0.164861,0.61822,0.131597,3.243619,0.511646,4.199636,1.417397
2002,0.165061,0.618586,0.132211,3.247947,0.508747,4.196434,1.405278
2003,0.165326,0.618957,0.13366,3.252181,0.505447,4.194303,1.393276
2004,0.16563,0.619334,0.135232,3.256272,0.50353,4.1902,1.383804
2005,0.165951,0.619708,0.137047,3.259866,0.501035,4.18674,1.379409
2006,0.166511,0.62017,0.139244,3.263339,0.500739,4.183231,1.379616
2007,0.167419,0.620769,0.143384,3.267077,0.501078,4.174493,1.381686
2008,0.168468,0.621418,0.147989,3.270857,0.502118,4.166877,1.384554
2009,0.169454,0.622038,0.15257,3.274588,0.50214,4.157654,1.387104
2010,0.170158,0.622503,0.156364,3.277828,0.503415,4.155198,1.388193
2011,0.170636,0.622816,0.159317,3.280661,0.503816,4.15542,1.387895
2012,0.171097,0.623105,0.161691,3.283533,0.50566,4.155512,1.387295
2013,0.171531,0.623366,0.164602,3.286419,0.507611,4.158336,1.386365
2014,0.171928,0.623583,0.167412,3.289271,0.510054,4.156468,1.385029
2015,0.172277,0.623748,0.169554,3.291955,0.513006,4.158484,1.383269
2016,0.17257,0.623859,0.172163,3.294534,0.516244,4.157841,1.381018
2017,0.172794,0.623904,0.173643,3.296906,0.519556,4.160484,1.378244
1990,0.202691,0.91764,0.299442,4.583547,0.744806,2.583357,2.083017
1991,0.203192,0.918253,0.303019,4.589122,0.749725,2.573487,2.091997
1992,0.203629,0.91893,0.307214,4.595683,0.753144,2.563626,2.098263
1993,0.203983,0.919626,0.311361,4.60269,0.757196,2.55615,2.102025
1994,0.204245,0.920319,0.314902,4.609749,0.759483,2.552411,2.103513
1995,0.204393,0.920951,0.317333,4.616326,0.760239,2.551285,2.102846
1996,0.204442,0.921569,0.319416,4.621962,0.76221,2.554447,2.099294
1997,0.204451,0.92229,0.321759,4.62701,0.766303,2.559242,2.093296
1998,0.204436,0.923019,0.323819,4.631453,0.770212,2.564,2.086392
1999,0.204413,0.923663,0.325506,4.635317,0.774304,2.565848,2.080039
2000,0.204407,0.924166,0.32711,4.638848,0.776253,2.569818,2.075796
2001,0.204371,0.924483,0.329071,4.641384,0.777722,2.571886,2.075933
2002,0.204291,0.924695,0.330842,4.642418,0.780042,2.573913,2.080573
2003,0.204225,0.924889,0.331833,4.642553,0.782554,2.575052,2.087524
2004,0.204196,0.925009,0.333576,4.641663,0.786461,2.574414,2.094256
2005,0.204255,0.925114,0.335202,4.640158,0.788001,2.574127,2.098566
2006,0.204485,0.925206,0.337396,4.638135,0.78868,2.568836,2.100656
2007,0.204888,0.925357,0.341188,4.636049,0.787775,2.560037,2.10269
2008,0.205359,0.925551,0.345447,4.633913,0.786203,2.550374,2.104989
2009,0.205777,0.925695,0.348243,4.631364,0.785704,2.541514,2.107696
2010,0.206026,0.925728,0.350044,4.628191,0.785647,2.53681,2.111057
2011,0.206146,0.925668,0.350378,4.624571,0.786418,2.535758,2.115421
2012,0.206249,0.925588,0.351559,4.620951,0.787474,2.536427,2.120836
2013,0.206336,0.925515,0.351153,4.61745,0.78748,2.53636,2.127217
2014,0.206399,0.925441,0.350603,4.614068,0.786771,2.539623,2.134396
2015,0.206434,0.925368,0.35062,4.610817,0.785735,2.54375,2.142253
2016,0.20644,0.925316,0.350415,4.607747,0.785774,2.551108,2.150762
2017,0.206409,0.925269,0.350368,4.604823,0.786239,2.557963,2.159736
1990,0.194422,0.755674,0.323686,6.165921,0.919424,3.56918,1.918939
1991,0.194184,0.756386,0.326904,6.174471,0.920323,3.579068,2.02204
1992,0.194034,0.757139,0.330504,6.182707,0.921296,3.588855,2.116047
1993,0.193973,0.757909,0.334286,6.190356,0.92162,3.597366,2.193307
1994,0.194004,0.758686,0.338418,6.197271,0.921581,3.606913,2.246206
1995,0.194123,0.759434,0.342052,6.203265,0.921008,3.615924,2.266897
1996,0.194417,0.760237,0.347589,6.207523,0.918835,3.62656,2.268023
1997,0.194903,0.761185,0.353055,6.210284,0.914714,3.636296,2.267957
1998,0.195463,0.762185,0.358989,6.212472,0.909856,3.643306,2.267221
1999,0.195965,0.763106,0.363814,6.214769,0.906565,3.652057,2.266152
2000,0.196289,0.763877,0.36584,6.218309,0.904738,3.657305,2.265181
2001,0.196427,0.764885,0.365304,6.225155,0.908681,3.658839,2.264304
2002,0.196497,0.766416,0.364991,6.235853,0.915157,3.658971,2.262875
2003,0.196518,0.768016,0.363373,6.247079,0.923671,3.658181,2.259731
2004,0.196537,0.769343,0.362547,6.256249,0.932659,3.657002,2.254094
2005,0.196588,0.770011,0.362843,6.260736,0.937196,3.655549,2.244914
2006,0.196713,0.770185,0.364132,6.261819,0.941133,3.653175,2.196387
2007,0.19693,0.770414,0.367761,6.263549,0.944449,3.651586,2.096837
2008,0.19718,0.770661,0.372471,6.265572,0.94799,3.649862,1.980933
2009,0.1974,0.770877,0.378055,6.267259,0.950796,3.64756,1.883428
2010,0.197541,0.771084,0.381185,6.268718,0.955035,3.64793,1.839168
2011,0.197617,0.771251,0.384078,6.269782,0.958496,3.647499,1.833472
2012,0.197711,0.771522,0.388199,6.271653,0.964145,3.648385,1.828883
2013,0.197801,0.771821,0.390826,6.273679,0.971257,3.651044,1.825346
2014,0.197892,0.772175,0.394867,6.27602,0.979329,3.654178,1.82308
2015,0.197978,0.772568,0.397998,6.278538,0.987998,3.657683,1.822172
2016,0.198042,0.772948,0.401108,6.280932,0.999099,3.661312,1.822573
2017,0.198094,0.773376,0.404033,6.283678,1.008901,3.665488,1.824515
1990,0.192443,0.711719,0.141317,2.578688,0.457313,2.642647,2.155621
1991,0.192024,0.711948,0.137635,2.579414,0.455813,2.631101,2.164656
1992,0.191616,0.712173,0.134424,2.580417,0.454342,2.622601,2.16894
1993,0.191241,0.712405,0.131542,2.581867,0.453152,2.615707,2.169178
1994,0.190915,0.712613,0.128973,2.583422,0.451527,2.612934,2.166415
1995,0.190653,0.712771,0.126777,2.584615,0.450765,2.612533,2.16216
1996,0.19036,0.712862,0.125119,2.585251,0.449459,2.616297,2.152968
1997,0.189986,0.712904,0.12365,2.585368,0.448669,2.622335,2.136961
1998,0.189626,0.712963,0.122542,2.585498,0.44713,2.630749,2.116879
1999,0.189367,0.713055,0.121564,2.585712,0.445516,2.642468,2.095883
2000,0.189303,0.713227,0.121398,2.586238,0.445076,2.650069,2.07705
2001,0.189543,0.713487,0.122517,2.587215,0.446004,2.65792,2.051013
2002,0.190061,0.71383,0.124967,2.588446,0.449122,2.66634,2.013221
2003,0.190729,0.714248,0.12843,2.590006,0.452977,2.677003,1.973232
2004,0.191403,0.714622,0.131622,2.591216,0.456119,2.685217,1.941172
2005,0.19195,0.714894,0.135408,2.591655,0.458584,2.692555,1.926991
2006,0.192447,0.715053,0.139445,2.591272,0.461324,2.698772,1.932295
2007,0.193018,0.715133,0.143598,2.590272,0.46485,2.703805,1.947668
2008,0.193609,0.715228,0.148043,2.589342,0.468274,2.707865,1.966586
2009,0.194143,0.715319,0.152224,2.588416,0.473199,2.71182,1.982901
2010,0.194563,0.715466,0.155273,2.587831,0.476499,2.714179,1.990295
2011,0.194915,0.715654,0.15735,2.587683,0.479967,2.718093,1.990836
2012,0.195292,0.71587,0.159679,2.587737,0.484004,2.72184,1.990613
2013,0.19569,0.716129,0.162291,2.588201,0.488026,2.726631,1.989049
2014,0.196101,0.716426,0.163623,2.588934,0.491349,2.734193,1.985974
2015,0.196525,0.716774,0.164968,2.589917,0.496236,2.740289,1.981193
2016,0.196949,0.717166,0.166348,2.591219,0.499895,2.747315,1.974356
2017,0.197365,0.717591,0.167047,2.592813,0.50436,2.754583,1.964988
1990,0.357272,1.139509,0.688709,6.814156,2.128077,4.543521,1.404956
1991,0.357778,1.14242,0.691371,6.814689,2.178211,4.587576,1.440458
1992,0.358273,1.145166,0.693961,6.816471,2.224164,4.625287,1.472932
1993,0.35872,1.14757,0.698179,6.818327,2.261818,4.658598,1.501013
1994,0.359051,1.149378,0.702619,6.818651,2.290779,4.68352,1.523157
1995,0.359224,1.150421,0.70735,6.816059,2.309022,4.700494,1.538014
1996,0.359349,1.150996,0.714312,6.812276,2.31962,4.705471,1.544797
1997,0.359567,1.15159,0.724977,6.81006,2.329014,4.702966,1.545275
1998,0.359836,1.152157,0.738296,6.809245,2.338023,4.692476,1.542304
1999,0.360103,1.152669,0.751761,6.8099,2.343375,4.686345,1.538514
2000,0.360333,1.153121,0.764557,6.812291,2.343893,4.690507,1.536482
2001,0.36069,1.153826,0.778788,6.840198,2.322332,4.7074,1.527198
2002,0.361262,1.154949,0.796081,6.902274,2.27142,4.733244,1.505531
2003,0.361901,1.156228,0.81539,6.975891,2.206237,4.764805,1.479998
2004,0.36243,1.157335,0.832908,7.037718,2.143417,4.787985,1.458974
2005,0.362692,1.157933,0.844886,7.064532,2.101478,4.794999,1.450884
2006,0.362635,1.158176,0.855296,7.053434,2.074567,4.788031,1.459231
2007,0.362396,1.158401,0.86446,7.023575,2.044542,4.769263,1.47809
2008,0.362079,1.158563,0.872634,6.986595,2.018358,4.742923,1.501923
2009,0.3618,1.158653,0.879941,6.954135,2.002731,4.718049,1.525189
2010,0.361661,1.158571,0.88464,6.937078,2.001507,4.696325,1.542304
2011,0.361582,1.158264,0.888601,6.930864,2.01336,4.679037,1.554373
2012,0.361429,1.157693,0.892744,6.923868,2.034093,4.659611,1.565849
2013,0.361209,1.156875,0.896443,6.916193,2.065106,4.634489,1.576682
2014,0.360933,1.155825,0.899459,6.90815,2.103904,4.6113,1.586866
2015,0.36062,1.154582,0.901627,6.899991,2.152178,4.58355,1.596388
2016,0.360303,1.15324,0.903112,6.892254,2.209542,4.553466,1.605377
2017,0.359991,1.15179,0.903106,6.884913,2.276766,4.524689,1.613586
1990,0.360489,1.129134,0.700091,6.525294,2.133236,4.621187,1.35291
1991,0.361196,1.132647,0.704109,6.519968,2.185893,4.671933,1.392997
1992,0.361893,1.135936,0.708001,6.513663,2.23508,4.715412,1.430158
1993,0.362524,1.13879,0.713708,6.505452,2.275939,4.754454,1.462686
1994,0.363001,1.140927,0.719508,6.494057,2.308155,4.783948,1.488673
1995,0.363259,1.142137,0.725294,6.478469,2.328898,4.804053,1.50631
1996,0.363435,1.142788,0.733481,6.45638,2.343328,4.810794,1.519423
1997,0.363709,1.14348,0.746092,6.43059,2.359424,4.810776,1.532104
1998,0.36403,1.144141,0.761552,6.406342,2.375714,4.801317,1.543012
1999,0.364343,1.144737,0.777322,6.389211,2.386831,4.796896,1.550707
2000,0.364609,1.145253,0.791918,6.384728,2.388356,4.803224,1.553826
2001,0.364995,1.145961,0.808347,6.417576,2.360694,4.823557,1.543209
2002,0.365602,1.147003,0.828231,6.49112,2.297017,4.854392,1.517321
2003,0.366274,1.148158,0.850376,6.578489,2.215742,4.892317,1.486347
2004,0.366824,1.149127,0.87044,6.652206,2.137957,4.920486,1.460324
2005,0.367078,1.149604,0.884259,6.684743,2.08648,4.929038,1.449451
2006,0.366969,1.1497,0.896383,6.681046,2.05673,4.923528,1.453958
2007,0.366635,1.149731,0.90658,6.6679,2.027429,4.906827,1.464827
2008,0.366204,1.149689,0.915572,6.650491,2.003808,4.882334,1.478267
2009,0.365813,1.149596,0.923455,6.63435,1.991759,4.857927,1.490525
2010,0.365598,1.149425,0.928043,6.624617,1.993151,4.83422,1.497867
2011,0.365464,1.149079,0.931935,6.619503,2.007703,4.813622,1.501284
2012,0.365245,1.148473,0.93576,6.614107,2.032422,4.79008,1.504314
2013,0.364942,1.147593,0.939176,6.608198,2.068835,4.759686,1.506864
2014,0.364577,1.146475,0.941661,6.602041,2.114377,4.731142,1.508926
2015,0.364163,1.14513,0.943206,6.595691,2.170634,4.696774,1.510434
2016,0.363743,1.143669,0.943991,6.589757,2.237198,4.659817,1.511465
2017,0.363326,1.142097,0.943081,6.584301,2.315142,4.623881,1.511935
1990,0.255762,0.945389,0.538327,5.357604,0.790297,3.606204,1.709916
1991,0.255935,0.945485,0.544497,5.356666,0.792971,3.615811,1.71456
1992,0.25609,0.945641,0.551231,5.356393,0.79698,3.622927,1.721153
1993,0.256216,0.945819,0.55808,5.356464,0.800853,3.627022,1.729197
1994,0.256308,0.94599,0.564511,5.35649,0.803948,3.627884,1.738368
1995,0.256363,0.946142,0.571197,5.356551,0.808692,3.624869,1.748054
1996,0.256397,0.946397,0.57868,5.357533,0.815625,3.612334,1.768456
1997,0.256411,0.946717,0.586003,5.358962,0.822941,3.581562,1.803538
1998,0.256415,0.947071,0.594088,5.360613,0.831917,3.544212,1.843518
1999,0.256412,0.94735,0.600741,5.361666,0.839702,3.505552,1.878918
2000,0.256413,0.947524,0.608221,5.362011,0.846521,3.473469,1.899831
2001,0.256435,0.946855,0.614003,5.361798,0.852695,3.448805,1.909184
2002,0.256481,0.945072,0.620672,5.360812,0.858791,3.425174,1.917046
2003,0.256543,0.942933,0.62644,5.359733,0.865535,3.402713,1.923677
2004,0.256582,0.941062,0.633218,5.358172,0.872562,3.380487,1.929279
2005,0.256589,0.940236,0.638828,5.356742,0.878865,3.361613,1.934075
2006,0.256528,0.940137,0.644815,5.355539,0.886143,3.344704,1.939117
2007,0.25644,0.94009,0.65167,5.35486,0.895082,3.327938,1.945237
2008,0.256326,0.94,0.658034,5.354,0.903646,3.311979,1.950768
2009,0.256239,0.939939,0.664675,5.353178,0.910743,3.298894,1.954449
2010,0.256201,0.939911,0.667758,5.352376,0.913643,3.290207,1.954838
2011,0.256221,0.939936,0.669635,5.35176,0.913811,3.284905,1.950263
2012,0.256269,0.93993,0.671955,5.350918,0.914498,3.278564,1.940299
2013,0.256354,0.939909,0.672787,5.34969,0.914287,3.273578,1.925424
2014,0.256479,0.939861,0.673911,5.347641,0.912597,3.26746,1.906362
2015,0.256627,0.939758,0.67485,5.344587,0.910998,3.264032,1.883372
2016,0.256783,0.939716,0.674727,5.342175,0.907326,3.262611,1.855808
2017,0.256958,0.939794,0.675112,5.341275,0.902117,3.26097,1.824065
1990,0.192744,0.682444,0.167131,2.578389,0.44584,2.60115,2.116246
1991,0.192337,0.682387,0.16477,2.575704,0.443859,2.581908,2.140919
1992,0.191897,0.682363,0.161778,2.573781,0.44198,2.566726,2.160472
1993,0.191444,0.682359,0.158797,2.572494,0.44018,2.553306,2.175183
1994,0.190983,0.682342,0.15598,2.571661,0.439185,2.545511,2.184191
1995,0.190534,0.682325,0.152879,2.571091,0.438033,2.5412,2.187244
1996,0.189924,0.682288,0.148564,2.570821,0.43761,2.540409,2.182981
1997,0.189108,0.682277,0.143559,2.57106,0.436831,2.541498,2.172171
1998,0.18828,0.68227,0.139134,2.571341,0.436295,2.543924,2.159798
1999,0.187637,0.682269,0.135437,2.571458,0.436232,2.545394,2.149846
2000,0.187375,0.682264,0.133899,2.570581,0.437202,2.545851,2.147462
2001,0.187478,0.682263,0.134552,2.568665,0.437585,2.546409,2.149821
2002,0.187765,0.682287,0.136013,2.566149,0.438259,2.548137,2.151784
2003,0.188185,0.682352,0.138108,2.56365,0.439257,2.548794,2.155136
2004,0.188692,0.682499,0.14079,2.561751,0.441645,2.551683,2.1614
2005,0.189234,0.682733,0.143557,2.560696,0.442975,2.553699,2.172453
2006,0.190111,0.683228,0.149225,2.561173,0.445828,2.55103,2.194162
2007,0.191468,0.68406,0.157216,2.563236,0.450855,2.54879,2.226008
2008,0.193018,0.68503,0.167477,2.566022,0.455956,2.545706,2.260461
2009,0.194475,0.685974,0.176675,2.568878,0.461672,2.544036,2.289489
2010,0.195532,0.686651,0.183138,2.57072,0.465737,2.542412,2.305255
2011,0.196291,0.687136,0.187696,2.572031,0.469027,2.547138,2.311377
2012,0.197038,0.68763,0.191979,2.573603,0.471842,2.551568,2.316501
2013,0.197754,0.68812,0.19577,2.57541,0.475547,2.557899,2.31999
2014,0.198426,0.688604,0.199312,2.577454,0.478853,2.562571,2.321124
2015,0.199034,0.689049,0.201758,2.579432,0.481362,2.571226,2.319493
2016,0.199563,0.689448,0.203629,2.581278,0.484388,2.580951,2.314679
2017,0.199998,0.689807,0.204891,2.583157,0.486328,2.592293,2.305889
1990,0.204129,0.885455,0.353556,4.639986,0.769513,2.669195,1.971491
1991,0.204031,0.885388,0.350911,4.639648,0.772983,2.661289,1.987932
1992,0.203961,0.885373,0.348643,4.639853,0.776488,2.654603,2.002963
1993,0.203922,0.885437,0.347148,4.64071,0.779464,2.64867,2.015914
1994,0.203914,0.885565,0.34634,4.64196,0.781499,2.64472,2.026203
1995,0.203938,0.885757,0.346581,4.643463,0.782749,2.640955,2.03326
1996,0.204026,0.886038,0.34711,4.644735,0.785496,2.639198,2.038248
1997,0.204187,0.886428,0.35014,4.645636,0.789905,2.63828,2.043005
1998,0.20437,0.886835,0.353591,4.646358,0.795438,2.638112,2.047452
1999,0.204544,0.887243,0.357435,4.647351,0.800098,2.636664,2.051809
2000,0.20465,0.887517,0.359828,4.648602,0.802808,2.63592,2.055898
2001,0.204736,0.887679,0.362209,4.650028,0.803848,2.636875,2.063129
2002,0.204854,0.887772,0.364553,4.651022,0.805686,2.636767,2.074778
2003,0.204982,0.887843,0.367413,4.651665,0.809401,2.636668,2.087632
2004,0.205094,0.88791,0.369123,4.651929,0.811359,2.637128,2.098304
2005,0.205162,0.888015,0.370302,4.652229,0.812831,2.636095,2.10323
2006,0.205192,0.8882,0.369913,4.652883,0.812059,2.631654,2.102258
2007,0.205218,0.888496,0.370166,4.654079,0.810028,2.624197,2.098828
2008,0.205231,0.888828,0.369795,4.655485,0.807092,2.615308,2.094493
2009,0.205218,0.88909,0.368812,4.65639,0.804518,2.609606,2.090843
2010,0.205174,0.889219,0.368687,4.656573,0.804669,2.605428,2.089381
2011,0.205082,0.889239,0.368078,4.65624,0.805059,2.60617,2.089806
2012,0.204943,0.889261,0.367034,4.655926,0.805646,2.607301,2.090928
2013,0.204763,0.889298,0.366324,4.655689,0.806484,2.609438,2.092818
2014,0.204541,0.889332,0.365166,4.655386,0.808271,2.610829,2.095492
2015,0.204284,0.889381,0.364253,4.655273,0.811445,2.614571,2.098918
2016,0.203992,0.889416,0.363759,4.655191,0.813804,2.620387,2.103189
2017,0.203668,0.889432,0.36275,4.655024,0.816652,2.626633,2.108371
1990,0.202992,0.830556,0.239539,4.672912,1.624607,4.224073,0.739112
1991,0.203062,0.830827,0.240481,4.67937,1.649003,4.247715,0.739764
1992,0.20315,0.831202,0.241912,4.688507,1.66696,4.26987,0.7399
1993,0.203241,0.831619,0.24271,4.69811,1.681962,4.289939,0.739829
1994,0.203332,0.831983,0.244001,4.705351,1.695312,4.304652,0.739903
1995,0.203423,0.832222,0.245181,4.708252,1.708408,4.309345,0.740326
1996,0.203547,0.832362,0.24657,4.70797,1.720907,4.313305,0.740755
1997,0.203744,0.83257,0.247796,4.709796,1.730557,4.313701,0.740708
1998,0.203986,0.832886,0.248878,4.712324,1.737097,4.313476,0.740434
1999,0.204219,0.833196,0.250954,4.713401,1.742179,4.312985,0.740016
2000,0.204411,0.833553,0.253354,4.71303,1.748035,4.307965,0.739407
